"","host_id","mean_price","min_price","max_price","count_multilisting","host_since","first_seen","last_seen","host_identity_verified","review_scores_rating","host_is_superhost_2019","max_reviews_per_month","min_reviews_per_month","avg_number_reviews","list_count_frame","diff_value","diff_change","exists_in_2019"
"13961","216278330",227.25,75,498,50,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"13962","21628701",372,372,372,2,2014,2017,2017,"f",1,"f",4,4,2,1,1,"inc","y"
"13963","216287451",619,619,619,2,2018,2018,2018,"f",13,"f",26,26,2,NA,NA,NA,"n"
"13964","21628945",305,45,565,25,2014,2015,2017,"t",44.5,"f",47,31,52.5,2,23,"inc","y"
"13965","216299753",603,603,603,2,2018,2018,2019,"f",50,"t",269,269,14,NA,NA,NA,"n"
"13966","216304678",402,3,570,59,2018,2018,2018,"f",30.8,"f",172,32,226.6,NA,NA,NA,"n"
"13967","21634948",634,634,634,2,2014,2015,2019,"t",44,"t",26,26,36,1,1,"inc","y"
"13968","2163625",297,43,551,25,2012,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"13969","2163683",233,233,233,2,2012,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"13970","216375039",659,659,659,25,2018,2018,2019,"f",1,"t",483,483,147,NA,NA,NA,"n"
"13971","21638962",481,481,481,2,2014,2017,2017,"t",1,"f",4,4,2,1,1,"inc","y"
"13972","216392786",533,533,533,2,2018,2018,2019,"f",1,"t",347,347,47,NA,NA,NA,"n"
"13973","216398503",3,3,3,2,2018,2018,2019,"f",22,"f",45,45,113,NA,NA,NA,"n"
"13974","21640001",650,650,650,2,2014,2017,2017,"t",46,"f",26,26,332,1,1,"inc","y"
"13975","216411482",401,401,401,2,2018,2018,2019,"f",49,"t",342,342,47,NA,NA,NA,"n"
"13976","21641206",452.5,233,551,50,2014,2014,2016,"t",41.25,"f",675,8,247,4,46,"inc","y"
"13977","21641864",109,109,109,2,2014,2015,2019,"t",46,"t",116,116,308,1,1,"inc","y"
"13978","216428022",292,292,292,2,2018,2018,2018,"f",1,"f",183,183,306,NA,NA,NA,"n"
"13979","21642882",330.5,319,342,25,2014,2017,2018,"t",27.5,"f",100,61,2.5,1,24,"inc","y"
"13980","2164314",25,25,25,2,2012,2016,2019,"t",50,"t",312,312,346,1,1,"inc","y"
"13981","2164325",169,169,169,2,2012,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"13982","216437098",34,25,43,25,2018,2018,2019,"f",25,"f",154,64,172.5,NA,NA,NA,"n"
"13983","216444539",444,444,444,2,2018,2019,2019,"f",1,"f",102,102,113,NA,NA,NA,"n"
"13984","216445183",169,169,169,2,2018,2018,2019,"f",13,"f",75,75,113,NA,NA,NA,"n"
"13985","216446711",55,55,55,2,2018,2018,2018,"f",35,"f",112,112,321,NA,NA,NA,"n"
"13986","21645208",92,92,92,2,2014,2014,2016,"t",39,"f",6,6,216,1,1,"inc","y"
"13987","216456504",361,58,551,37,2018,2018,2018,"f",30.6666666666667,"f",594,29,107.666666666667,NA,NA,NA,"n"
"13988","21647215",650,650,650,2,2014,2015,2015,"t",42,"f",5,5,113,1,1,"inc","y"
"13989","216479751",145,145,145,25,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"13990","2164856",481,481,481,2,2012,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"13991","216498038",92,92,92,2,2018,2018,2018,"f",1,"f",119,119,321,NA,NA,NA,"n"
"13992","21650351",233,233,233,2,2014,2019,2019,"t",1,"f",267,267,113,NA,NA,NA,"n"
"13993","21650416",62,62,62,2,2014,2019,2019,"f",39,"f",158,158,216,2,0,"same","y"
"13994","21651082",562,562,562,2,2014,2015,2015,"t",1,"f",2,2,2,1,1,"inc","y"
"13995","21651488",515,515,515,2,2014,2015,2018,"t",45,"t",129,129,318,1,1,"inc","y"
"13996","21651849",150,150,150,37,2014,2018,2018,"t",45.5,"f",293,141,176,1,36,"inc","y"
"13997","216519008",626,599,653,25,2018,2018,2018,"f",39.5,"f",78,22,139,NA,NA,NA,"n"
"13998","21652004",109,109,109,2,2014,2017,2017,"f",32,"f",5,5,2,1,1,"inc","y"
"13999","21653460",350,50,650,25,2014,2016,2018,"t",25,"t",267,29,222,1,24,"inc","y"
"14000","2165401",94,94,94,2,2012,2012,2016,"f",1,"f",23,23,102,NA,NA,NA,"n"
"14001","21656569",263,263,263,2,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14002","21657100",146,146,146,2,2014,2017,2018,"t",50,"f",172,172,257,1,1,"inc","y"
"14003","2165711",189,189,189,2,2012,2012,2019,"f",49,"t",108,108,355,1,1,"inc","y"
"14004","21657314",19,19,19,67,2014,2018,2019,"t",1,"t",267,267,3,NA,NA,NA,"n"
"14005","21657795",3,3,3,2,2014,2017,2017,"t",1,"f",7,7,2,1,1,"inc","y"
"14006","216586341",481,481,481,2,2018,2018,2018,"f",1,"f",60,60,216,NA,NA,NA,"n"
"14007","216586866",310,69,551,25,2018,2018,2019,"f",25.5,"f",303,46,2.5,NA,NA,NA,"n"
"14008","216594785",296,296,296,2,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14009","21660125",353,353,353,2,2014,2016,2016,"f",1,"f",3,3,2,1,1,"inc","y"
"14010","216602414",169,169,169,2,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14011","216604823",402,402,402,2,2018,2018,2019,"f",42,"f",517,517,25,NA,NA,NA,"n"
"14012","2166065",233,233,233,25,2012,2014,2019,"t",49,"t",165,165,348,2,23,"inc","y"
"14013","21660871",443,443,443,2,2014,2016,2016,"t",NA,"f",4,4,2,1,1,"inc","y"
"14014","216611306",481,481,481,2,2018,2018,2019,"f",48,"f",189,189,354,NA,NA,NA,"n"
"14015","21661360",220,220,220,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14016","216634331",172,172,172,2,2018,2018,2019,"f",1,"f",125,125,276,NA,NA,NA,"n"
"14017","21663531",481,481,481,25,2014,2015,2018,"t",25.5,"t",83,50,243,1,24,"inc","y"
"14018","216641760",627,627,627,2,2018,2018,2019,"f",45,"f",357,357,25,NA,NA,NA,"n"
"14019","21668843",55,55,55,2,2014,2016,2018,"t",46,"f",79,79,177,1,1,"inc","y"
"14020","21671443",106,106,106,2,2014,2015,2016,"t",45,"f",34,34,69,1,1,"inc","y"
"14021","216721416",401,401,401,2,2018,2018,2019,"f",50,"f",182,182,343,NA,NA,NA,"n"
"14022","216734225",140,140,140,25,2018,2018,2019,"f",51,"t",442,442,102,NA,NA,NA,"n"
"14023","216738370",130,130,130,2,2018,2018,2019,"f",1,"f",97,97,276,NA,NA,NA,"n"
"14024","2167563",122,122,122,2,2012,2018,2018,"t",1,"f",22,22,2,1,1,"inc","y"
"14025","216764638",25,25,25,2,2018,2018,2019,"f",1,"f",415,415,343,NA,NA,NA,"n"
"14026","216772639",449.888888888889,66,533,79,2018,2018,2018,"f",23.375,"f",301,33,165.333333333333,NA,NA,NA,"n"
"14027","216786331",397,397,397,2,2018,2019,2019,"f",1,"f",100,100,2,NA,NA,NA,"n"
"14028","21679450",507,481,533,25,2014,2016,2018,"t",1,"f",14,14,138.5,2,23,"inc","y"
"14029","21680683",178,49,307,37,2014,2014,2018,"t",25,"f",177,10,236.5,2,35,"inc","y"
"14030","2168251",169,169,169,2,2012,2012,2018,"t",51,"f",19,19,69,1,1,"inc","y"
"14031","21682640",551,551,551,25,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,24,"inc","y"
"14032","2168468",49,25,73,25,2012,2012,2019,"t",47,"f",123,72,328,2,23,"inc","y"
"14033","21685221",166,166,166,2,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14034","21686560",619,619,619,2,2014,2018,2019,"t",49,"t",427,427,300,1,1,"inc","y"
"14035","2168789",406,162,650,25,2012,2017,2018,"t",49,"f",51,51,13,1,24,"inc","y"
"14036","21688465",206,206,206,2,2014,2015,2019,"t",44,"f",355,355,43,1,1,"inc","y"
"14037","21688467",92,92,92,25,2014,2014,2018,"t",45,"t",15,15,343,2,23,"inc","y"
"14038","216891728",73,73,73,2,2018,2018,2019,"f",50,"f",343,343,354,NA,NA,NA,"n"
"14039","21689645",80,80,80,2,2014,2018,2019,"t",1,"f",18,18,113,1,1,"inc","y"
"14040","216901889",644,644,644,2,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14041","216903925",659,659,659,2,2018,2018,2019,"f",1,"f",86,86,113,NA,NA,NA,"n"
"14042","216917414",533,533,533,25,2018,2018,2018,"f",50.5,"t",387,317,47,NA,NA,NA,"n"
"14043","216920005",193,193,193,2,2018,2018,2019,"f",49,"t",432,432,102,NA,NA,NA,"n"
"14044","216920891",44,44,44,2,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14045","216938869",384,384,384,2,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14046","21694306",184,184,184,2,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14047","216944902",619,619,619,2,2018,2018,2018,"f",1,"f",126,126,321,NA,NA,NA,"n"
"14048","21697069",443,443,443,2,2014,2017,2017,"f",1,"f",21,21,306,1,1,"inc","y"
"14049","21697957",551,551,551,2,2014,2016,2016,"t",1,"f",3,3,2,1,1,"inc","y"
"14050","2169825",509,509,509,2,2012,2012,2016,"f",42,"f",9,9,332,1,1,"inc","y"
"14051","21700305",295,295,295,2,2014,2016,2016,"f",1,"f",3,3,2,1,1,"inc","y"
"14052","2170381",580,580,580,2,2015,2015,2016,"t",45,"f",9,9,276,1,1,"inc","y"
"14053","21703883",233,233,233,2,2014,2018,2019,"t",1,"f",155,155,321,NA,NA,NA,"n"
"14054","21705284",169,169,169,25,2014,2018,2019,"f",44,"f",606,606,308,NA,NA,NA,"n"
"14055","21705530",444,444,444,2,2014,2017,2017,"t",1,"f",5,5,2,2,0,"same","y"
"14056","21705739",570,570,570,2,2014,2014,2016,"t",49,"f",37,37,114,1,1,"inc","y"
"14057","21705761",187,187,187,25,2014,2016,2016,"t",42,"f",5,5,113,2,23,"inc","y"
"14058","21706118",50,50,50,2,2014,2017,2019,"f",51,"t",172,172,217,1,1,"inc","y"
"14059","21706654",43,43,43,2,2014,2014,2019,"t",47,"t",314,314,38,1,1,"inc","y"
"14060","2170722",444,444,444,25,2012,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14061","217075214",50,50,50,2,2018,2018,2018,"f",1,"f",36,36,2,NA,NA,NA,"n"
"14062","217091379",25,25,25,2,2018,2018,2019,"f",37,"f",484,484,114,NA,NA,NA,"n"
"14063","217101766",169,169,169,2,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14064","217111553",279,279,279,2,2018,2018,2019,"f",47,"t",635,635,207,NA,NA,NA,"n"
"14065","217159080",410,410,410,2,2018,2018,2019,"f",46,"f",486,486,91,NA,NA,NA,"n"
"14066","2171626",263,263,263,2,2012,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14067","21716352",43,43,43,2,2014,2016,2016,"f",32,"f",11,11,276,1,1,"inc","y"
"14068","2171676",574,574,574,2,2012,2017,2019,"t",50,"t",574,574,352,1,1,"inc","y"
"14069","21721684",347,129,565,25,2014,2015,2019,"t",46.5,"f",462,450,200.5,1,24,"inc","y"
"14070","217221109",169,169,169,2,2018,2018,2019,"f",51,"t",579,579,125,NA,NA,NA,"n"
"14071","217251106",570,570,570,2,2018,2019,2019,"f",NA,"f",100,100,2,NA,NA,NA,"n"
"14072","217251565",634,634,634,2,2018,2018,2019,"f",34,"f",277,277,14,NA,NA,NA,"n"
"14073","2172525",166,166,166,2,2012,2015,2018,"f",1,"f",10,10,276,1,1,"inc","y"
"14074","2172537",66,66,66,2,2012,2019,2019,"f",1,"f",128,128,113,NA,NA,NA,"n"
"14075","21725994",403,156,650,25,2014,2015,2019,"t",24.5,"t",162,44,344,2,23,"inc","y"
"14076","217261165",650,650,650,2,2018,2018,2019,"f",34,"t",442,442,3,NA,NA,NA,"n"
"14077","217268929",43,43,43,2,2018,2018,2018,"f",1,"f",60,60,216,NA,NA,NA,"n"
"14078","217275948",43,43,43,2,2018,2019,2019,"f",32,"f",47,47,2,NA,NA,NA,"n"
"14079","217290804",401,401,401,2,2018,2018,2018,"f",1,"f",43,43,113,NA,NA,NA,"n"
"14080","217293060",281.25,130,534,50,2018,2018,2018,"f",NA,"f",23,23,1.25,NA,NA,NA,"n"
"14081","217321404",199,199,199,2,2018,2018,2019,"f",50,"f",196,196,354,NA,NA,NA,"n"
"14082","217332035",382,372,392,25,2018,2018,2018,"f",1,"f",23,20,2,NA,NA,NA,"n"
"14083","21734605",358,66,650,25,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,2,23,"inc","y"
"14084","217362657",267.909090909091,146,462,7,2018,2019,2019,"f",26,"f",143,47,30.8181818181818,NA,NA,NA,"n"
"14085","21737404",659,659,659,2,2014,2015,2015,"t",42,"f",5,5,113,1,1,"inc","y"
"14086","217379941",586,586,586,2,2018,2018,2019,"f",49,"t",259,259,323,NA,NA,NA,"n"
"14087","21739419",92,92,92,2,2014,2016,2018,"t",50,"f",61,61,91,NA,NA,NA,"n"
"14088","21739563",3,3,3,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14089","21740015",58,58,58,25,2014,2017,2019,"t",40,"f",88,81,19,1,24,"inc","y"
"14090","21742264",98,98,98,2,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14091","21742272",627,627,627,2,2014,2016,2017,"t",47,"f",42,42,36,1,1,"inc","y"
"14092","217432173",3,3,3,2,2018,2018,2019,"f",50,"f",564,564,177,NA,NA,NA,"n"
"14093","217439132",634,634,634,2,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14094","2174446",522,522,522,2,2012,2017,2017,"f",1,"f",5,5,2,1,1,"inc","y"
"14095","21745499",193,193,193,25,2014,2014,2019,"t",47,"t",425,425,52,2,23,"inc","y"
"14096","217468746",629,629,629,2,2018,2018,2019,"f",37,"f",273,273,14,NA,NA,NA,"n"
"14097","217469189",233,233,233,2,2018,2018,2019,"f",50,"t",287,287,343,NA,NA,NA,"n"
"14098","217482038",55,55,55,2,2018,2018,2019,"f",48,"t",185,185,306,NA,NA,NA,"n"
"14099","217484828",533,533,533,2,2018,2018,2019,"f",48,"f",383,383,69,NA,NA,NA,"n"
"14100","217490176",467,467,467,2,2018,2019,2019,"f",1,"f",182,182,113,NA,NA,NA,"n"
"14101","2175110",354,354,354,2,2012,2014,2015,"t",47,"f",7,7,276,1,1,"inc","y"
"14102","21751476",577,577,577,2,2014,2014,2019,"t",49,"t",691,691,246,1,1,"inc","y"
"14103","217521776",183,183,183,2,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14104","217568399",92,92,92,2,2018,2018,2019,"f",46,"t",369,369,36,NA,NA,NA,"n"
"14105","217589156",3,3,3,2,2018,2018,2019,"f",48,"t",324,324,354,NA,NA,NA,"n"
"14106","21759005",3,3,3,2,2014,2014,2018,"f",49,"f",29,29,58,1,1,"inc","y"
"14107","217618306",354,354,354,2,2018,2018,2019,"f",45,"f",363,363,343,NA,NA,NA,"n"
"14108","217621677",468.6,353,570,59,2018,2018,2019,"f",25.25,"t",498,99,94.2,NA,NA,NA,"n"
"14109","21763531",443,443,443,2,2014,2018,2018,"f",1,"f",65,65,113,1,1,"inc","y"
"14110","217642173",565,565,565,2,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14111","217642569",117.666666666667,92,169,37,2018,2018,2018,"f",32,"f",133,66,266,NA,NA,NA,"n"
"14112","21764391",169,169,169,2,2014,2018,2019,"t",43,"f",98,98,332,2,0,"same","y"
"14113","217648807",220,220,220,2,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14114","217652530",173,50,470,50,2018,2018,2019,"f",23.5,"f",323,46,1.75,NA,NA,NA,"n"
"14115","2176547",193,193,193,2,2012,2016,2019,"t",25,"f",10,10,216,1,1,"inc","y"
"14116","217658102",166,166,166,2,2018,2018,2019,"f",49,"f",284,284,321,NA,NA,NA,"n"
"14117","21766565",25,25,25,2,2014,2018,2019,"f",43,"f",150,150,69,NA,NA,NA,"n"
"14118","21768291",586,586,586,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14119","217715927",582,582,582,2,2018,2018,2019,"f",27,"f",111,111,276,NA,NA,NA,"n"
"14120","21772730",169,169,169,2,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14121","21772781",3,3,3,2,2014,2017,2017,"t",NA,"f",6,6,2,1,1,"inc","y"
"14122","21773199",88,88,88,2,2014,2015,2015,"f",42,"f",9,9,276,1,1,"inc","y"
"14123","2177462",92,92,92,2,2012,2012,2018,"t",45,"f",95,95,342,2,0,"same","y"
"14124","217749759",509,509,509,2,2018,2018,2018,"f",NA,"f",19,19,2,NA,NA,NA,"n"
"14125","21777274",353,66,640,25,2014,2014,2019,"f",48,"t",377,376,148.5,2,23,"inc","y"
"14126","217784241",485.75,270,570,50,2018,2018,2019,"f",47.6666666666667,"f",887,223,240,NA,NA,NA,"n"
"14127","217792112",320,320,320,2,2018,2018,2019,"f",47,"t",535,535,136,NA,NA,NA,"n"
"14128","217793924",43,43,43,2,2018,2018,2019,"f",49,"f",484,484,125,NA,NA,NA,"n"
"14129","217803692",402,402,402,25,2018,2018,2019,"f",50,"t",388,388,80,NA,NA,NA,"n"
"14130","217807652",586,586,586,2,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14131","217807790",482,482,482,2,2018,2018,2019,"f",51,"f",377,377,69,NA,NA,NA,"n"
"14132","21782731",570,570,570,25,2014,2014,2016,"t",28,"f",13,12,222.5,2,23,"inc","y"
"14133","217836856",151,146,156,25,2018,2018,2019,"f",47.5,"f",736,728,301,NA,NA,NA,"n"
"14134","21784104",586,586,586,2,2014,2016,2019,"f",49,"t",192,192,330,1,1,"inc","y"
"14135","21784449",130,130,130,2,2014,2018,2018,"f",49,"t",316,316,217,1,1,"inc","y"
"14136","217844544",602,570,634,25,2018,2018,2019,"f",1,"t",584,564,177,NA,NA,NA,"n"
"14137","21784559",557.5,481,634,25,2014,2018,2019,"t",48,"t",441,441,152.5,1,24,"inc","y"
"14138","21785284",650,650,650,2,2014,2015,2018,"f",1,"t",11,11,306,2,0,"same","y"
"14139","21785798",130,130,130,2,2014,2018,2018,"f",1,"f",20,20,2,NA,NA,NA,"n"
"14140","21787420",354,354,354,2,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14141","21787440",551,551,551,25,2014,2015,2016,"t",39.5,"f",26,3,8,2,23,"inc","y"
"14142","21788237",92,92,92,25,2014,2014,2019,"t",42,"f",47,47,168,2,23,"inc","y"
"14143","2178877",3,3,3,2,2012,2018,2018,"t",1,"f",21,21,216,NA,NA,NA,"n"
"14144","21789707",66,66,66,2,2014,2014,2019,"t",45,"t",305,305,33,1,1,"inc","y"
"14145","217909276",92,92,92,2,2018,2018,2019,"f",1,"f",76,76,216,NA,NA,NA,"n"
"14146","217910985",509,509,509,25,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14147","2179149",92,92,92,2,2012,2018,2018,"t",1,"f",21,21,216,1,1,"inc","y"
"14148","217922",25,25,25,2,2010,2016,2019,"t",1,"t",83,83,199,1,1,"inc","y"
"14149","21792701",88,88,88,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14150","2179407",603,603,603,2,2012,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14151","217948247",263,263,263,2,2018,2018,2019,"f",41,"f",170,170,343,NA,NA,NA,"n"
"14152","217950098",303,3,603,25,2018,2018,2018,"f",50,"t",159,159,172,NA,NA,NA,"n"
"14153","217965968",46,46,46,2,2018,2018,2019,"f",46,"f",414,414,80,NA,NA,NA,"n"
"14154","217995958",171,171,171,2,2018,2018,2019,"f",49,"t",658,658,217,NA,NA,NA,"n"
"14155","217996544",182,166,198,25,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14156","218001383",43,43,43,2,2018,2018,2019,"f",49,"t",393,393,58,NA,NA,NA,"n"
"14157","21801127",55,55,55,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14158","21802126",25,25,25,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14159","21803081",509,509,509,25,2014,2015,2015,"f",42,"f",5,5,113,1,24,"inc","y"
"14160","218048903",169,169,169,2,2018,2018,2019,"f",1,"f",276,276,343,NA,NA,NA,"n"
"14161","21804910",130,130,130,2,2014,2018,2019,"t",51,"f",128,128,47,NA,NA,NA,"n"
"14162","2180581",639,619,659,25,2012,2018,2018,"f",1,"f",268,55,139.5,NA,NA,NA,"n"
"14163","218080780",169,169,169,2,2018,2018,2019,"f",1,"t",317,317,25,NA,NA,NA,"n"
"14164","218090309",233,233,233,2,2018,2018,2019,"f",47,"f",178,178,343,NA,NA,NA,"n"
"14165","21810947",44,44,44,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14166","21811394",55,55,55,2,2014,2014,2019,"t",40,"f",453,453,119,1,1,"inc","y"
"14167","218116366",494.25,401,586,50,2018,2018,2018,"f",16.75,"f",108,44,105.75,NA,NA,NA,"n"
"14168","21812461",43,43,43,2,2014,2017,2018,"f",48,"f",30,30,321,1,1,"inc","y"
"14169","218140824",50,50,50,2,2018,2019,2019,"f",1,"f",50,50,2,NA,NA,NA,"n"
"14170","218155759",321.5,169,474,25,2018,2018,2018,"f",23.5,"f",45,45,57.5,NA,NA,NA,"n"
"14171","21816029",32,32,32,2,2014,2017,2019,"t",50,"t",103,103,69,1,1,"inc","y"
"14172","21817218",634,634,634,2,2014,2015,2018,"t",48,"f",54,54,188,1,1,"inc","y"
"14173","21820535",551,551,551,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"14174","2182167",603,603,603,2,2012,2015,2015,"t",42,"f",5,5,113,1,1,"inc","y"
"14175","218219395",109,109,109,2,2018,2018,2019,"f",43,"f",194,194,354,NA,NA,NA,"n"
"14176","21823",291,199,378,37,2009,2015,2018,"t",41.3333333333333,"f",155,48,226.666666666667,3,34,"inc","y"
"14177","218257644",468,468,468,71,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14178","218260240",354,354,354,2,2018,2018,2019,"f",49,"f",151,151,332,NA,NA,NA,"n"
"14179","218262063",296,296,296,2,2018,2018,2019,"f",1,"t",191,191,354,NA,NA,NA,"n"
"14180","218272490",619,619,619,2,2018,2018,2019,"f",44,"f",439,439,80,NA,NA,NA,"n"
"14181","218282660",400,400,400,2,2018,2018,2019,"f",44,"f",442,442,102,NA,NA,NA,"n"
"14182","218292717",88,88,88,2,2018,2018,2019,"f",43,"f",434,434,91,NA,NA,NA,"n"
"14183","218300830",315,3,627,25,2018,2018,2019,"f",46.5,"f",865,862,244.5,NA,NA,NA,"n"
"14184","218300937",348.5,169,528,25,2018,2018,2019,"f",42,"f",40,40,57,NA,NA,NA,"n"
"14185","218301609",586,586,586,2,2018,2018,2019,"f",1,"f",126,126,306,NA,NA,NA,"n"
"14186","218311373",3,3,3,2,2018,2018,2019,"f",32,"f",338,338,36,NA,NA,NA,"n"
"14187","218319766",263,263,263,2,2018,2018,2019,"f",47,"t",421,421,80,NA,NA,NA,"n"
"14188","2183292",325,325,325,2,2012,2018,2019,"f",47,"f",102,102,343,NA,NA,NA,"n"
"14189","21833312",181,181,181,2,2014,2014,2019,"t",40,"f",47,47,168,1,1,"inc","y"
"14190","218336964",408.2,353,443,59,2018,2018,2019,"f",25,"f",367,88,153,NA,NA,NA,"n"
"14191","218352095",594,594,594,2,2018,2019,2019,"f",1,"f",196,196,216,NA,NA,NA,"n"
"14192","218352355",528,528,528,2,2018,2018,2018,"f",32,"f",23,23,2,NA,NA,NA,"n"
"14193","21836588",353,353,353,2,2014,2019,2019,"f",1,"f",878,878,354,NA,NA,NA,"n"
"14194","21838149",109,109,109,2,2014,2015,2019,"t",49,"f",102,102,304,1,1,"inc","y"
"14195","218404",166,166,166,2,2010,2010,2019,"f",34,"t",28,28,207,NA,NA,NA,"n"
"14196","218406491",199,199,199,2,2018,2018,2019,"f",45,"f",464,464,114,NA,NA,NA,"n"
"14197","218406956",109,109,109,2,2018,2018,2019,"f",1,"f",162,162,321,NA,NA,NA,"n"
"14198","218407281",533.5,481,586,25,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14199","218417996",181,181,181,2,2018,2018,2019,"f",50,"f",267,267,354,NA,NA,NA,"n"
"14200","21841949",92,92,92,25,2014,2015,2018,"t",42.5,"f",86,55,179.5,1,24,"inc","y"
"14201","218425",354,354,354,2,2010,2015,2016,"f",46,"f",46,46,91,1,1,"inc","y"
"14202","218428676",73,73,73,25,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14203","218433580",169,169,169,2,2018,2018,2019,"f",45,"f",78,78,216,NA,NA,NA,"n"
"14204","2184470",233,233,233,2,2012,2014,2017,"t",42,"f",3,3,113,1,1,"inc","y"
"14205","21844834",354,354,354,25,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,2,23,"inc","y"
"14206","218450889",603,603,603,2,2018,2018,2019,"f",11,"f",96,96,276,NA,NA,NA,"n"
"14207","218457745",66,66,66,2,2018,2018,2018,"f",47,"f",92,92,276,NA,NA,NA,"n"
"14208","218458746",3,3,3,2,2018,2018,2018,"f",1,"f",78,78,276,NA,NA,NA,"n"
"14209","218460622",509,509,509,2,2018,2018,2018,"f",1,"f",31,31,2,NA,NA,NA,"n"
"14210","218474205",130,130,130,2,2018,2018,2019,"f",1,"t",194,194,354,NA,NA,NA,"n"
"14211","218505786",3,3,3,2,2018,2018,2019,"f",1,"f",288,288,14,NA,NA,NA,"n"
"14212","21850707",308,232,384,25,2014,2018,2018,"t",1,"t",71,70,313.5,1,24,"inc","y"
"14213","218511630",547.5,509,586,37,2018,2018,2019,"f",40.5,"f",322,85,156,NA,NA,NA,"n"
"14214","218526982",77.5,25,130,25,2018,2018,2019,"f",44,"f",99,99,153.5,NA,NA,NA,"n"
"14215","21854022",169,169,169,2,2014,2017,2019,"t",44,"f",355,355,325,1,1,"inc","y"
"14216","218543704",92,92,92,2,2018,2018,2018,"f",42,"f",135,135,276,NA,NA,NA,"n"
"14217","21858263",613,613,613,67,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14218","218620486",334.5,50,619,25,2018,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14219","2186425",652,652,652,2,2012,Inf,Inf,"t",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"14220","218660311",551,551,551,25,2018,2018,2019,"f",42,"f",156,156,276,NA,NA,NA,"n"
"14221","218666938",354,354,354,2,2018,2018,2019,"f",45,"f",482,482,80,NA,NA,NA,"n"
